Al,"22/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industriali","Azionario","894.368,94","0,03","894.368,94","167.378,00","5,34","Spagna","Bolsa De Madrid","EUR"
"GIL","GILDAN ACTIVEWEAR INC","Consumi Discrezionali","Azionario","881.804,66","0,03","881.804,66","15.833,00","55,69","Canada","Toronto Stock Exchange","CAD"
"6823","HKT TRUST AND HKT UNITS LTD","Comunicazione","Azionario","841.311,53","0,03","841.311,53","546.000,00","1,54","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"GJF","GJENSIDIGE FORSIKRING","Finanziari","Azionario","826.416,29","0,03","826.416,29","28.758,00","28,74","Norvegia","Oslo Bors Asa","NOK"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Finanziari","Azionario","824.064,87","0,03","824.064,87","87.734,00","9,39","Regno unito","London Stock Exchange","GBP"
"7550","ZENSHO HOLDINGS LTD","Consumi Discrezionali","Azionario","814.136,39","0,02","814.136,39","12.200,00","66,73","Giappone","Tokyo Stock Exchange","JPY"
"ICL","ICL GROUP LTD","Materiali","Azionario","812.162,52","0,02","812.162,52","130.267,00","6,23","Israele","Tel Aviv Stock Exchange","ILS"
"9435","HIKARI TSUSHIN INC","Industriali","Azionario","799.073,92","0,02","799.073,92","2.800,00","285,38","Giappone","Tokyo Stock Exchange","JPY"
"SGH","SGH LTD","Industriali","Azionario","776.083,42","0,02","776.083,42","24.289,00","31,95","Australia","Asx - All Markets","AUD"
"AUD","AUD CASH","Liquidità e/o derivati","Contanti","767.662,22","0,02","767.662,22","1.182.292,00","64,93","Australia","-","AUD"
"DIE","DIETEREN (D) SA","Consumi Discrezionali","Azionario","763.523,79","0,02","763.523,79","3.415,00","223,58","Belgio","Nyse Euronext - Euronext Brussels","EUR"
"CAD","CAD CASH","Liquidità e/o derivati","Contanti","759.370,52","0,02","759.370,52","1.050.551,00","72,28","Canada","-","CAD"
"EVD","CTS EVENTIM AG","Comunicazione","Azionario","680.038,19","0,02","680.038,19","7.147,00","95,15","Germania","Xetra","EUR"
"4716","ORACLE JAPAN CORP","IT","Azionario","666.208,16","0,02","666.208,16","6.200,00","107,45","Giappone","Tokyo Stock Exchange","JPY"
"3038","KOBE BUSSAN LTD","Generi di largo consumo","Azionario","636.832,25","0,02","636.832,25","22.000,00","28,95","Giappone","Tokyo Stock Exchange","JPY"
"WIX","WIX.COM LTD","IT","Azionario","626.804,10","0,02","626.804,10","4.755,00","131,82","Israele","NASDAQ","USD"
"BMED","BANCA MEDIOLANUM","Finanziari","Azionario","610.211,80","0,02","610.211,80","29.740,00","20,52","Italia","Borsa Italiana","EUR"
"U96","SEMBCORP INDUSTRIES LTD","Imprese di servizi di pubblica utilità","Azionario","600.580,84","0,02","600.580,84","125.700,00","4,78","Singapore","Singapore Exchange","SGD"
"BZFUT","CASH COLLATERAL USD BZFUT","Liquidità e/o derivati","Cash Collateral and Margins","575.000,00","0,02","575.000,00","575.000,00","100,00","Stati Uniti","-","USD"
"BKW","BKW N AG","Imprese di servizi di pubblica utilità","Azionario","567.306,09","0,02","567.306,09","2.653,00","213,84","Svizzera","SIX Swiss Exchange","CHF"
"3064","MONOTARO LTD","Industriali","Azionario","544.775,46","0,02","544.775,46","30.800,00","17,69","Giappone","Tokyo Stock Exchange","JPY"
"BCVN","BC VAUD N","Finanziari","Azionario","503.650,68","0,02","503.650,68","4.214,00","119,52","Svizzera","SIX Swiss Exchange","CHF"
"QBR.B","QUEBECOR INC CLASS B","Comunicazione","Azionario","472.219,06","0,01","472.219,06","16.083,00","29,36","Canada","Toronto Stock Exchange","CAD"
"DKK","DKK CASH","Liquidità e/o derivati","Contanti","464.440,73","0,01","464.440,73","2.958.650,00","15,70","Danimarca","-","DKK"
"SGD","SGD CASH","Liquidità e/o derivati","Contanti","419.895,82","0,01","419.895,82","537.845,00","78,07","Singapore","-","SGD"
"CU","CANADIAN UTILITIES LTD CLASS A","Imprese di servizi di pubblica utilità","Azionario","316.269,11","0,01","316.269,11","11.350,00","27,87","Canada","Toronto Stock Exchange","CAD"
"ROCK B","ROCKWOOL CLASS B","Industriali","Azionario","316.104,17","0,01","316.104,17","8.092,00","39,06","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"IGM","IGM FINANCIAL INC","Finanziari","Azionario","286.343,92","0,01","286.343,92","8.126,00","35,24","Canada","Toronto Stock Exchange","CAD"
"JPY","JPY CASH","Liquidità e/o derivati","Contanti","279.079,59","0,01","279.079,59","40.984.233,00","0,68","Giappone","-","JPY"
"HKD","HKD CASH","Liquidità e/o derivati","Contanti","272.614,36","0,01","272.614,36","2.130.154,00","12,80","Hong Kong","-","HKD"
"ILS","ILS CASH","Liquidità e/o derivati","Contanti","222.694,66","0,01","222.694,66","750.102,00","29,69","Israele","-","ILS"
"SEK","SEK CASH","Liquidità e/o derivati","Contanti","143.211,15","0,00","143.211,15","1.361.530,00","10,52","Svezia","-","SEK"
"NZD","NZD CASH","Liquidità e/o derivati","Contanti","131.181,33","0,00","131.181,33","223.573,00","58,68","Nuova Zelanda","-","NZD"
"NOK","NOK CASH","Liquidità e/o derivati","Contanti","92.804,28","0,00","92.804,28","933.309,00","9,94","Norvegia","-","NOK"
"CHF","CHF CASH","Liquidità e/o derivati","Contanti","78.663,70","0,00","78.663,70","63.053,00","124,76","Svizzera","-","CHF"
"MARGIN_EUR","FUTURES EUR MARGIN BALANCE","Liquidità e/o derivati","Cash Collateral and Margins","-3,19","0,00","-3,19","-3,00","117,18","Unione Europea","-","EUR"
"MARGIN_HKD","FUTURES HKD MARGIN BALANCE","Liquidità e/o derivati","Cash Collateral and Margins","-0,01","0,00","-0,01","0,00","12,80","Hong Kong","-","HKD"
"2299955D","CONSTELLATION SOFTWARE INC","IT","Azionario","0,02","0,00","0,02","2.885,00","0,00","Canada","Toronto Stock Exchange","CAD"
"2587224D","TELECOM ITALIA SPA","Comunicazione","Azionario","34,49","0,00","34,49","1.962.371,00","0,00","Italia","Borsa Italiana","EUR"
"NQU5","NASDAQ 100 E-MINI SEP 25","Liquidità e/o derivati","Futures","0,00","0,00","5.656.740,00","12,00","23.569,75","-","Index And Options Market","USD"
"MFSU5","MSCI EAFE INDEX SEP 25","Liquidità e/o derivati","Futures","0,00","0,00","6.801.200,00","49,00","2.776,00","-","Ice Futures U.S.","USD"
 
